序號,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限_速度(公里),道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別,縣市別代碼,機關代碼,市話,傳真
9956,2023,03,26,16,21,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,22,"  ",B03,120.697831,24.060773,3,66000,387130000C,(04)23289100,(04)25368667
9957,2023,03,26,16,25,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.654045,24.197641,3,66000,387130000C,(04)23289100,(04)25368667
9958,2023,03,26,16,30,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",16,"   ",1,22,"  ",C03,120.614713,24.179255,3,66000,387130000C,(04)23289100,(04)25368667
9959,2023,03,26,16,40,臺中市,霧峰區,0,1,0,7,1,8,30,11,9,1,5,4,5,7,4,4,5,5,5,2,19,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,5,8,C03,120.694286,24.064269,2,66000,387130000C,(04)23289100,(04)25368667
9960,2023,03,26,16,41,臺中市,西屯區,0,1,0,8,1,5,40,11,8,1,5,4,5,7,4,4,1,5,1,2,13,16,3,10,3,4,C03,7,6,1,10,2,11,"  ",16,16,1,22,8,C03,120.633233,24.173124,2,66000,387130000C,(04)23289100,(04)25368667
9961,2023,03,26,16,47,臺中市,烏日區,0,0,0,7,1,5,50,5,2,1,5,4,5,7,2,1,5,5,4,2,13,42,3,10,3,4,B03,7,9,1,8,2,1,"  ",42,42,1,21,9,B03,120.641554,24.110145,3,66000,387130000C,(04)23289100,(04)25368667
9962,2023,03,26,16,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",10,"   ",1,22,"  ",B03,120.640068,24.159808,3,66000,387130000C,(04)23289100,(04)25368667
9963,2023,03,26,16,51,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,"  ","  ","  ","  ",F01,"  ","  ",8,"  ",2,"  ","  ",19,"   ",1,15,"  ",F01,120.695602,24.091004,3,66000,387130000C,(04)23289100,(04)25368667
9964,2023,03,26,16,56,臺中市,西屯區,0,2,0,8,1,5,50,3,12,1,5,4,5,7,3,1,4,5,4,2,16,9,2,8,1,1,C03,7,6,1,10,2,12,"  ",9,9,1,22,8,C03,120.665056,24.178201,2,66000,387130000C,(04)23289100,(04)25368667
9965,2023,03,26,17,0,臺中市,霧峰區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,5,4,1,16,7,2,9,1,1,C03,7,7,1,10,2,14,"  ",7,7,1,22,8,C03,120.698836,24.064751,2,66000,387130000C,(04)23289100,(04)25368667
9966,2023,03,26,17,0,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,4,5,1,16,6,3,10,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,22,8,C03,120.6902,24.113176,2,66000,387130000C,(04)23289100,(04)25368667
9967,2023,03,26,17,0,臺中市,烏日區,0,0,0,,,,40,,,,,,,,,,,,,,,8,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",8,"   ",1,22,"  ",B03,120.615301,24.105986,3,66000,387130000C,(04)23289100,(04)25368667
9968,2023,03,26,17,2,臺中市,大甲區,0,0,0,8,1,5,50,3,9,1,5,4,5,7,4,4,5,3,5,1,14,12,3,10,3,4,B03,7,3,1,8,1,3,"  ",12,12,1,22,8,B03,120.652199,24.376434,3,66000,387130000C,(04)23289100,(04)25368667
9969,2023,03,26,17,6,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,23,3,10,1,1,C02,7,9,1,10,2,11,"  ",23,26,1,5,7,C02,120.624506,24.344066,2,66000,387130000C,(04)23289100,(04)25368667
9970,2023,03,26,17,15,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,4,"  ",B03,120.69941,24.06853,3,66000,387130000C,(04)23289100,(04)25368667
9971,2023,03,26,17,18,臺中市,潭子區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,2,1,B03,7,13,1,8,9,4,"  ",44,6,1,21,8,B03,120.700537,24.211674,2,66000,387130000C,(04)23289100,(04)25368667
9972,2023,03,26,17,22,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,27,23,2,9,3,4,C03,7,9,1,10,2,11,"  ",23,23,1,22,9,C03,120.586371,24.187916,2,66000,387130000C,(04)23289100,(04)25368667
9973,2023,03,26,17,25,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,5,"  ",C03,120.661658,24.153314,3,66000,387130000C,(04)23289100,(04)25368667
9974,2023,03,26,17,25,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",44,25,1,22,"  ",C03,120.684453,24.147933,3,66000,387130000C,(04)23289100,(04)25368667
9975,2023,03,26,17,26,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",16,"   ",1,22,"  ",C03,120.657481,24.170415,3,66000,387130000C,(04)23289100,(04)25368667
9976,2023,03,26,17,31,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,1,4,1,2,12,9,3,10,1,1,B03,7,6,1,8,2,2,"  ",9,9,1,22,8,B03,120.650468,24.160361,2,66000,387130000C,(04)23289100,(04)25368667
9977,2023,03,26,17,32,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,22,"  ",B03,120.61548,24.186513,3,66000,387130000C,(04)23289100,(04)25368667
9978,2023,03,26,17,35,臺中市,大甲區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,3,51,2,1,4,1,H01,8,18,8,20,10,16,"  ",51,51,1,14,6,H01,120.623219,24.34806,2,66000,387130000C,(04)23289100,(04)25368667
9979,2023,03,26,17,38,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",26,"   ",1,9,"  ",B03,120.551268,24.21302,3,66000,387130000C,(04)23289100,(04)25368667
9980,2023,03,26,17,43,臺中市,梧棲區,0,3,0,8,2,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B12,7,5,1,8,2,2,"  ",25,25,1,9,8,B12,120.533015,24.256353,2,66000,387130000C,(04)23289100,(04)25368667
9981,2023,03,26,17,48,臺中市,北屯區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,27,3,10,1,1,B03,7,6,1,8,2,5,"  ",27,27,1,9,8,B03,120.7056,24.1728,2,66000,387130000C,(04)23289100,(04)25368667
9982,2023,03,26,17,50,臺中市,北屯區,0,2,0,8,2,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,"  ",6,6,1,21,8,C03,120.702056,24.167863,2,66000,387130000C,(04)23289100,(04)25368667
9983,2023,03,26,17,51,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",26,"   ",1,22,"  ",B03,120.637827,24.16813,3,66000,387130000C,(04)23289100,(04)25368667
9984,2023,03,26,17,54,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",6,"   ",1,22,"  ",C03,120.721388,24.149191,3,66000,387130000C,(04)23289100,(04)25368667
9985,2023,03,26,18,3,臺中市,西屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,3,1,5,4,4,2,16,6,3,10,3,4,B03,7,6,1,8,2,7,"  ",6,6,1,22,8,B03,120.62104,24.172708,2,66000,387130000C,(04)23289100,(04)25368667
9986,2023,03,26,18,4,臺中市,潭子區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,"  ",6,6,1,16,8,C03,120.702513,24.194427,2,66000,387130000C,(04)23289100,(04)25368667
9987,2023,03,26,18,13,臺中市,潭子區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",6,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.702285,24.191222,3,66000,387130000C,(04)23289100,(04)25368667
9988,2023,03,26,18,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",17,"   ",1,22,"  ",B03,120.653837,24.199208,3,66000,387130000C,(04)23289100,(04)25368667
9989,2023,03,26,18,20,臺中市,北屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,"  ",16,16,1,21,8,C03,120.662143,24.18946,2,66000,387130000C,(04)23289100,(04)25368667
9990,2023,03,26,18,26,臺中市,大甲區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,4,4,5,5,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,"  ",19,19,1,4,8,B03,120.624773,24.343818,2,66000,387130000C,(04)23289100,(04)25368667
9991,2023,03,26,18,38,臺中市,大里區,0,1,0,8,3,5,80,14,9,1,5,4,5,7,4,4,1,4,5,1,13,16,3,10,1,1,B03,7,9,1,8,2,1,"  ",16,16,1,3,8,B03,120.685581,24.074925,2,66000,387130000C,(04)23289100,(04)25368667
9992,2023,03,26,18,40,臺中市,北區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,22,"  ",B03,120.665521,24.154321,3,66000,387130000C,(04)23289100,(04)25368667
9993,2023,03,26,18,40,臺中市,清水區,0,1,0,8,2,5,50,4,18,1,5,4,5,7,1,1,10,5,5,2,3,10,3,10,1,1,B12,7,11,1,8,2,5,"  ",10,10,1,21,8,B12,120.573908,24.267816,2,66000,387130000C,(04)23289100,(04)25368667
9994,2023,03,26,18,40,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B12,120.724891,24.246683,3,66000,387130000C,(04)23289100,(04)25368667
9995,2023,03,26,18,51,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B12,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,5,"  ",B12,120.661785,24.111597,3,66000,387130000C,(04)23289100,(04)25368667
9996,2023,03,26,18,54,臺中市,大雅區,0,1,0,8,3,5,30,3,1,1,5,4,5,7,4,4,5,5,4,1,16,6,2,8,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,22,9,C03,120.650437,24.219268,2,66000,387130000C,(04)23289100,(04)25368667
9997,2023,03,26,19,2,臺中市,北區,0,0,0,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,43,3,10,1,1,C03,7,9,1,10,2,13,"  ",43,43,1,4,5,C03,120.685999,24.146238,4,66000,387130000C,(04)23289100,(04)25368667
9998,2023,03,26,19,10,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,6,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",23,6,1,22,"  ",C03,120.708266,24.140774,3,66000,387130000C,(04)23289100,(04)25368667
9999,2023,03,26,19,13,臺中市,清水區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,5,5,2,16,23,3,10,1,1,B03,7,14,1,8,2,6,"  ",26,23,1,21,8,B03,120.577441,24.27126,2,66000,387130000C,(04)23289100,(04)25368667
10000,2023,03,26,19,16,臺中市,清水區,0,0,0,8,,,70,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,21,"  ",B03,120.570991,24.275228,3,66000,387130000C,(04)23289100,(04)25368667
10001,2023,03,26,19,19,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,3,"  ",B03,120.654721,24.122866,3,66000,387130000C,(04)23289100,(04)25368667
10002,2023,03,26,19,19,臺中市,大里區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,1,9,23,2,9,1,1,C03,7,9,1,10,2,12,"  ",23,23,1,5,8,C03,120.689486,24.110086,2,66000,387130000C,(04)23289100,(04)25368667
10003,2023,03,26,19,19,臺中市,沙鹿區,0,0,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,3,1,14,12,3,10,3,4,B12,7,2,1,7,5,7,"  ",12,12,1,20,9,B12,120.57031,24.236502,3,66000,387130000C,(04)23289100,(04)25368667
10004,2023,03,26,19,24,臺中市,西屯區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,5,1,10,2,14,"  ",6,6,1,22,5,C03,120.648319,24.1693,2,66000,387130000C,(04)23289100,(04)25368667
10005,2023,03,26,19,31,臺中市,北區,0,2,0,8,3,5,50,5,1,1,5,4,5,7,4,4,9,5,5,2,16,19,2,9,1,1,C03,7,9,1,10,2,11,"  ",44,19,1,22,8,C03,120.687595,24.161627,2,66000,387130000C,(04)23289100,(04)25368667
10006,2023,03,26,19,31,臺中市,北屯區,0,3,0,7,3,5,50,14,9,1,5,4,5,7,4,4,4,3,5,2,3,51,2,9,3,4,H01,8,16,8,20,10,15,"  ",51,51,1,22,8,H01,120.734173,24.177035,2,66000,387130000C,(04)23289100,(04)25368667
10007,2023,03,26,19,34,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",B03,120.677936,24.097478,3,66000,387130000C,(04)23289100,(04)25368667
10008,2023,03,26,19,38,臺中市,西屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,12,9,3,10,1,1,B03,7,6,1,8,2,5,"  ",9,9,1,22,8,B03,120.650348,24.162416,2,66000,387130000C,(04)23289100,(04)25368667
10009,2023,03,26,19,56,臺中市,大安區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,5,1,1,60,2,9,1,1,C03,7,9,3,18,2,11,"  ",23,60,1,5,8,C03,120.586769,24.345609,2,66000,387130000C,(04)23289100,(04)25368667
10010,2023,03,26,20,1,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",1,"  ","  ",23,"   ",1,21,"  ",C03,120.658179,24.154958,3,66000,387130000C,(04)23289100,(04)25368667
10011,2023,03,26,20,5,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",B03,120.68417,24.148256,3,66000,387130000C,(04)23289100,(04)25368667
10012,2023,03,26,20,6,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",10,"   ",1,21,"  ",B03,120.531593,24.257623,3,66000,387130000C,(04)23289100,(04)25368667
10013,2023,03,26,20,19,臺中市,南區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,9,4,5,2,16,11,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,11,1,4,1,C03,120.653331,24.12623,2,66000,387130000C,(04)23289100,(04)25368667
10014,2023,03,26,20,19,臺中市,大肚區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,4,1,17,19,3,10,1,1,B03,7,1,1,8,2,15,"  ",19,19,2,5,8,B03,120.561342,24.125295,2,66000,387130000C,(04)23289100,(04)25368667
10015,2023,03,26,20,24,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",12,"   ",1,22,"  ",B03,120.635721,24.172887,3,66000,387130000C,(04)23289100,(04)25368667
10016,2023,03,26,20,26,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,26,2,7,1,1,C03,7,5,1,10,2,13,"  ",26,26,1,22,8,C03,120.655125,24.176168,2,66000,387130000C,(04)23289100,(04)25368667
10017,2023,03,26,20,27,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",1,"  ","  ",42,"   ",1,22,"  ",B03,120.649537,24.154109,3,66000,387130000C,(04)23289100,(04)25368667
10018,2023,03,26,20,36,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,1,"  ",B03,120.531635,24.25734,3,66000,387130000C,(04)23289100,(04)25368667
10019,2023,03,26,20,42,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.66989,24.122466,3,66000,387130000C,(04)23289100,(04)25368667
10020,2023,03,26,20,45,臺中市,太平區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,3,1,5,5,5,2,27,66,"  ","  ","  ","  ","   ","  ","  ","  ","  ","  ","  ","  ",66,66,1,"  ","  ","   ",120.72401,24.147639,2,66000,387130000C,(04)23289100,(04)25368667
10021,2023,03,26,20,49,臺中市,北區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,"  ",6,6,1,5,5,C03,120.685725,24.155948,2,66000,387130000C,(04)23289100,(04)25368667
10022,2023,03,26,20,55,臺中市,西屯區,0,1,0,8,3,5,70,3,1,1,5,4,5,7,4,4,10,4,5,2,16,26,3,10,3,4,B03,7,6,1,8,2,6,"  ",26,26,1,22,8,B03,120.626725,24.178196,2,66000,387130000C,(04)23289100,(04)25368667
10023,2023,03,26,20,56,臺中市,西屯區,0,2,0,8,3,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,9,23,2,9,1,1,C03,7,9,1,10,2,11,12,23,23,1,22,5,C03,120.646264,24.183432,2,66000,387130000C,(04)23289100,(04)25368667
10024,2023,03,26,21,0,臺中市,南屯區,0,2,0,8,3,5,50,4,2,1,5,4,5,7,2,1,5,2,5,2,16,10,2,8,1,1,C03,7,11,1,10,2,14,"  ",10,10,1,18,8,C03,120.649964,24.132011,2,66000,387130000C,(04)23289100,(04)25368667
10025,2023,03,26,21,6,臺中市,中區,0,0,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,3,10,1,1,B03,7,9,1,4,7,8,"  ",23,23,1,22,9,B03,120.682905,24.140778,3,66000,387130000C,(04)23289100,(04)25368667
10026,2023,03,26,21,9,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,3,15,3,10,1,1,B03,7,5,1,8,2,1,"  ",15,15,1,22,8,B03,120.676852,24.155758,2,66000,387130000C,(04)23289100,(04)25368667
10027,2023,03,26,21,10,臺中市,大雅區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,1,4,4,1,11,6,3,10,1,1,B03,7,5,1,8,2,8,"  ",6,6,1,21,8,B03,120.645263,24.225553,2,66000,387130000C,(04)23289100,(04)25368667
10028,2023,03,26,21,10,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",17,"   ",1,22,"  ",B03,120.675453,24.203216,4,66000,387130000C,(04)23289100,(04)25368667
10029,2023,03,26,21,27,臺中市,北區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,"  ",8,8,1,10,4,C03,120.669121,24.155335,2,66000,387130000C,(04)23289100,(04)25368667
10030,2023,03,26,21,27,臺中市,西屯區,0,0,0,8,,,0,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",A05,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,10,"  ",A05,120.650088,24.162831,3,66000,387130000C,(04)23289100,(04)25368667
10031,2023,03,26,21,48,臺中市,豐原區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,B03,7,5,1,8,2,5,"  ",25,25,1,22,8,B03,120.72236,24.277879,2,66000,387130000C,(04)23289100,(04)25368667
10032,2023,03,26,21,53,臺中市,南屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,13,23,3,10,3,4,B03,7,9,1,8,2,5,"  ",23,23,1,22,8,B03,120.601866,24.139397,2,66000,387130000C,(04)23289100,(04)25368667
10033,2023,03,26,21,59,臺中市,東區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,5,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,15,"  ",6,6,1,4,5,B03,120.7012,24.14271,2,66000,387130000C,(04)23289100,(04)25368667
10034,2023,03,26,22,5,臺中市,霧峰區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,16,1,2,9,1,1,C03,7,4,1,10,2,11,"  ",1,1,1,4,8,C03,120.687867,24.045877,2,66000,387130000C,(04)23289100,(04)25368667
10035,2023,03,26,22,11,臺中市,南屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,"  ",23,23,1,18,8,C03,120.60182,24.139314,2,66000,387130000C,(04)23289100,(04)25368667
10036,2023,03,26,22,15,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,25,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",25,"   ",1,22,"  ",C03,120.69313,24.129652,3,66000,387130000C,(04)23289100,(04)25368667
10037,2023,03,26,22,15,臺中市,神岡區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,3,4,B03,7,1,1,8,2,7,"  ",25,25,1,22,9,B03,120.699541,24.25103,2,66000,387130000C,(04)23289100,(04)25368667
10038,2023,03,26,22,23,臺中市,大里區,0,1,0,6,3,5,50,4,1,1,4,4,5,7,1,1,10,5,5,1,16,8,3,10,1,1,B01,7,5,1,4,2,8,"  ",8,8,1,10,8,B01,120.666995,24.096676,2,66000,387130000C,(04)23289100,(04)25368667
10039,2023,03,26,22,29,臺中市,北屯區,0,1,0,6,3,5,50,12,9,1,4,4,5,7,4,4,5,5,5,1,18,23,2,9,1,1,C03,7,9,1,10,2,14,"  ",23,23,1,21,8,C03,120.764235,24.161054,2,66000,387130000C,(04)23289100,(04)25368667
10040,2023,03,26,22,32,臺中市,北區,0,1,0,6,3,5,50,14,8,1,4,4,5,7,1,1,10,5,5,2,18,6,2,9,1,1,C03,7,12,1,10,2,15,"  ",6,6,1,22,9,C03,120.679428,24.152156,2,66000,387130000C,(04)23289100,(04)25368667
10041,2023,03,26,22,39,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",42,"   ",1,22,"  ",B03,120.718392,24.251782,3,66000,387130000C,(04)23289100,(04)25368667
10042,2023,03,26,22,40,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,12,"  ",6,6,1,9,1,C03,120.695215,24.155609,2,66000,387130000C,(04)23289100,(04)25368667
10043,2023,03,26,23,6,臺中市,北區,0,0,0,8,,,0,,,,,,,,,,,,,,,12,"  ","  ","  ","  ",C03,"  ","  ",1,"  ",2,"  ","  ",12,"   ",1,22,"  ",C03,120.681667,24.148916,3,66000,387130000C,(04)23289100,(04)25368667
10044,2023,03,26,23,13,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,8,4,4,1,9,23,3,10,1,4,C03,7,9,1,10,2,12,"  ",23,23,1,4,8,C03,120.651093,24.170486,2,66000,387130000C,(04)23289100,(04)25368667
10045,2023,03,26,23,25,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",23,"   ",1,22,"  ",B03,120.710833,24.174508,3,66000,387130000C,(04)23289100,(04)25368667
10046,2023,03,26,23,27,臺中市,南屯區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,4,4,5,5,5,2,19,23,2,9,3,4,C03,7,5,3,18,2,14,"  ",23,23,1,22,8,C03,120.651488,24.135852,2,66000,387130000C,(04)23289100,(04)25368667
10047,2023,03,26,23,45,臺中市,豐原區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,2,1,10,5,5,2,15,43,3,10,3,4,B03,7,9,1,8,2,2,"  ",43,43,1,22,8,B03,120.720527,24.229097,2,66000,387130000C,(04)23289100,(04)25368667
10048,2023,03,27,0,13,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,19,3,10,1,1,B03,7,1,1,8,2,8,"  ",19,19,1,21,8,B03,120.646925,24.149417,2,66000,387130000C,(04)23289100,(04)25368667
10049,2023,03,27,0,28,臺中市,西屯區,0,1,0,8,3,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,1,14,12,6,6,1,5,4,C03,120.645516,24.180371,2,66000,387130000C,(04)23289100,(04)25368667
10050,2023,03,27,0,33,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,"  ","  ","  ","  ",B03,"  ","  ",1,"  ",2,"  ","  ",43,"   ",1,22,"  ",B03,120.615386,24.14728,3,66000,387130000C,(04)23289100,(04)25368667
10051,2023,03,27,2,41,臺中市,中區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,19,2,9,1,1,C03,7,1,1,10,2,11,"  ",19,19,1,2,9,C03,120.680583,24.145482,2,66000,387130000C,(04)23289100,(04)25368667
