序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
9029,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,16,臺中市,大雅區,0,2,0,6,1,6,50,5,2,1,5,4,6,6,1,1,1,5,5,2,13,59,2,8,2,1,C03,7,9,1,10,2,15,,59,59,1,13,4,C03,120.672976,24.215781,2
9030,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,18,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,13,61,,,,,B03,,,1,,2,,,61,,1,13,4,B03,120.682956,24.136272,3
9031,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,33,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B12,,,1,,2,,,7,,1,13,4,B12,120.724263,24.230779,3
9032,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,34,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C02,,,1,,1,,,7,,1,12,4,C02,120.623033,24.140267,3
9033,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,38,臺中市,南屯區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,3,4,5,2,13,59,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,B03,120.63828,24.142399,2
9034,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,43,臺中市,大甲區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,2,5,1,12,85,,,,,B03,,,1,,1,,,85,,1,6,4,B03,120.626198,24.33991,3
9035,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,46,臺中市,西屯區,0,2,0,7,2,6,30,3,1,1,5,4,6,6,4,4,5,4,4,2,16,13,2,9,5,4,C04,7,6,1,11,1,14,,13,13,1,12,4,C04,120.640661,24.17581,2
9036,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,19,53,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,56,,,,,B01,,,1,,2,,,56,,1,13,4,B01,120.662836,24.187396,3
9037,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,1,臺中市,烏日區,0,0,0,7,,,30,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.616684,24.113986,3
9038,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,7,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,84,,,,,,,,,,,,,84,,1,,,,120.644325,24.175704,3
9039,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,13,臺中市,梧棲區,0,0,0,7,,,50,,,,,,,,,,,,,,15,15,,,,,B03,,,1,,2,,,15,,1,6,4,B03,120.527983,24.252121,3
9040,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,19,臺中市,西屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,1,1,C03,7,6,1,10,2,12,,11,11,1,12,2,C03,120.637251,24.173268,2
9041,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,23,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,3,10,3,10,3,1,B03,7,6,1,8,9,15,,10,10,1,12,4,B03,120.724693,24.175637,2
9042,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,28,臺中市,豐原區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,23,3,10,3,1,B03,7,6,1,8,2,2,,23,23,1,13,4,B03,120.714426,24.251066,2
9043,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,30,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,B12,,,2,,1,,,84,84,1,10,4,B12,120.73297,24.159912,3
9044,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,32,臺中市,大雅區,0,0,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,14,49,,,,,B03,,,1,,2,,,49,,1,13,4,B03,120.646472,24.243247,3
9045,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,32,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,15,21,2,8,1,1,C03,7,9,1,10,2,11,,21,21,1,6,4,C03,120.655115,24.147742,2
9046,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,20,57,臺中市,西屯區,0,3,0,7,1,6,50,4,1,1,5,4,6,6,1,1,5,4,5,2,16,11,2,9,1,1,C03,7,6,1,10,2,14,,11,11,1,12,4,C03,120.644591,24.18508,2
9047,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,24,臺中市,烏日區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.607223,24.122533,3
9048,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,28,臺中市,中區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,1,5,5,2,11,84,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,12,4,C03,120.685956,24.139761,2
9049,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,30,臺中市,沙鹿區,0,1,0,7,2,6,50,11,9,1,5,4,6,6,4,4,5,5,5,2,17,54,2,9,1,1,C03,7,9,1,10,2,11,,54,54,1,6,4,C03,120.578654,24.215833,2
9050,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,45,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,12,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.659445,24.154907,3
9051,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,46,臺中市,龍井區,0,0,0,7,1,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,15,21,3,10,5,4,B03,7,9,1,3,5,5,,21,21,1,13,4,B03,120.574618,24.181263,3
9052,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,50,臺中市,中區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,9,10,3,10,3,1,B03,7,6,1,8,2,1,,10,10,1,12,4,B03,120.677642,24.144083,2
9053,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,55,臺中市,大里區,0,2,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,17,15,2,9,5,4,C02,7,9,1,9,2,12,,15,15,1,6,2,C02,120.701292,24.088112,2
9054,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,56,臺中市,后里區,0,1,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,17,45,3,10,3,1,B03,7,11,1,3,2,4,,45,45,1,12,4,B03,120.710946,24.304523,2
9055,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,21,59,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,2,1,10,5,5,2,16,25,3,10,3,1,B03,7,6,1,8,2,6,,25,25,1,12,4,B03,120.728952,24.160995,2
9056,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,22,7,臺中市,大雅區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,14,49,,,,,B02,,,1,,2,,,49,,1,13,4,B02,120.603924,24.232031,3
9057,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,22,9,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,9,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.682233,24.162566,3
9058,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,22,10,臺中市,后里區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,28,84,2,7,1,1,C03,7,9,1,10,2,11,,84,84,1,6,4,C03,120.709387,24.311002,2
9059,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,22,22,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,1,,,7,,1,12,4,C03,120.635989,24.169183,4
9060,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,22,25,臺中市,東勢區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,1,3,10,5,4,B02,7,15,1,4,2,5,,1,1,1,12,4,B02,120.829975,24.252169,2
9061,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,23,24,臺中市,西屯區,0,0,0,6,,,50,,,,,,,,,,,,,,13,77,,,,,B03,,,1,,1,,,77,,1,13,4,B03,120.663189,24.179999,3
9062,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,23,26,臺中市,北區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,3,1,5,4,5,2,15,24,3,10,3,1,B03,7,9,1,8,2,5,,24,24,1,12,4,B03,120.670507,24.160431,2
9063,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,23,27,臺中市,大甲區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,1,1,10,5,5,2,28,59,2,8,1,1,C03,7,9,1,10,2,11,12,59,59,1,6,4,C03,120.627623,24.346131,2
9064,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,23,41,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,C03,,,1,,2,,,59,,1,12,4,C03,120.648711,24.15078,3
9065,66000,387130000C,(04)23274275,(04)23288582,2023,7,23,23,58,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,49,1,12,4,B03,120.702132,24.171057,3
9066,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,0,4,臺中市,豐原區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,2,1,10,5,5,2,16,65,3,10,5,4,B03,7,5,1,8,2,5,,65,65,1,12,4,B03,120.703123,24.249458,2
9067,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,0,5,臺中市,外埔區,0,1,0,7,1,6,50,11,14,1,5,4,6,6,4,4,9,5,5,1,27,55,2,9,2,1,C03,7,9,1,10,2,12,,55,55,1,12,4,C03,120.642868,24.325663,2
9068,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,0,25,臺中市,大里區,0,0,0,7,1,6,80,13,7,1,5,4,6,6,4,4,1,4,5,1,17,58,3,10,3,1,B03,7,9,5,19,7,8,,58,58,1,6,4,B03,120.690704,24.098029,3
9069,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,0,36,臺中市,太平區,0,1,0,7,1,6,40,13,9,1,5,4,6,6,4,4,9,5,5,1,18,59,2,9,2,1,C03,7,9,1,10,2,12,,59,59,1,13,4,C03,120.729272,24.124286,2
9070,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,0,43,臺中市,西屯區,0,1,0,7,1,6,60,13,7,1,5,4,6,6,4,4,1,4,1,2,13,84,3,10,3,1,B03,7,9,1,8,1,1,,84,84,1,13,4,B03,120.641076,24.167898,2
9071,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,1,45,臺中市,北屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,B03,,,3,,2,,,84,,1,12,4,B03,120.661746,24.189377,3
9072,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,3,54,臺中市,豐原區,0,1,0,7,1,6,50,13,14,1,5,4,6,6,4,4,5,2,5,1,17,59,2,9,5,4,B03,7,9,1,8,2,5,,59,59,1,12,4,B03,120.720906,24.269354,2
9073,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,4,46,臺中市,大里區,0,0,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,,,,,B03,,,1,,2,,,14,,1,6,4,B03,120.706789,24.084487,3
9074,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,5,58,臺中市,潭子區,0,2,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,4,2,11,41,2,9,2,1,C03,7,9,3,19,2,14,,41,8,1,12,4,C03,120.691735,24.212289,2
9075,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,30,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,,50,,,,,B03,,,1,,2,,,50,,1,13,4,B03,120.631539,24.239456,3
9076,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,43,臺中市,太平區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,16,20,2,9,2,1,C03,7,9,1,10,2,11,,20,20,1,12,4,C03,120.733917,24.157814,2
9077,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,44,臺中市,北屯區,0,2,0,7,2,6,50,4,2,1,5,4,6,6,2,1,3,2,5,2,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.697726,24.170507,2
9078,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,44,臺中市,龍井區,1,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,25,54,1,3,1,1,C03,7,15,1,11,2,11,,54,54,1,12,4,C03,120.529586,24.18498,1
9079,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,50,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,4,2,16,11,2,9,2,1,C03,7,6,1,10,2,14,,11,11,1,12,4,C03,120.729007,24.104698,2
9080,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,56,臺中市,后里區,0,0,0,7,2,6,50,4,2,1,5,4,6,6,1,1,4,4,5,1,17,7,3,10,3,1,B03,7,14,1,8,2,3,,7,7,1,12,4,B03,120.712384,24.299735,3
9081,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,6,57,臺中市,南區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,84,3,10,6,5,H01,8,18,7,21,10,17,,109,84,1,13,5,H01,120.683237,24.128689,2
9082,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,0,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,5,2,2,12,8,3,10,3,1,B12,7,9,1,3,2,5,,8,8,1,12,4,B12,120.646773,24.161886,2
9083,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,3,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.738145,24.178367,3
9084,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,5,臺中市,大里區,0,3,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,16,51,2,9,1,1,C03,7,1,1,10,9,11,,51,51,1,6,4,C03,120.701593,24.095466,2
9085,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,6,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.62512,24.149,3
9086,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,14,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,A11,,,1,,2,,,84,,1,13,4,A11,120.611191,24.145241,3
9087,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,15,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,6,4,C03,120.575992,24.177217,3
9088,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,16,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.635702,24.181668,3
9089,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,17,臺中市,南屯區,0,0,0,7,3,6,60,13,7,1,5,4,6,6,4,4,1,4,3,2,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.597872,24.155393,3
9090,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,17,臺中市,龍井區,0,3,0,7,2,6,50,3,9,1,5,4,6,6,4,4,9,5,5,1,17,7,2,9,2,1,C03,7,9,1,10,2,14,,7,7,1,13,4,C03,120.584701,24.183219,2
9091,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,18,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,40,,1,13,4,B03,120.663394,24.119716,3
9092,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,19,臺中市,豐原區,0,2,0,7,2,6,50,13,8,1,5,4,6,6,4,4,1,5,4,1,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,C03,120.742946,24.264239,2
9093,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,21,臺中市,南區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,20,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,12,4,B03,120.678708,24.13264,2
9094,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,25,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,17,51,,,,,C03,,,1,,2,,,51,,1,12,4,C03,120.68839,24.043324,3
9095,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,26,臺中市,北屯區,0,2,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,9,2,1,C03,7,9,1,10,2,14,,15,15,1,12,4,C03,120.692376,24.183317,2
9096,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,26,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,4,2,15,21,3,10,4,1,B12,7,9,1,8,11,5,,21,21,1,12,4,B12,120.716869,24.131566,2
9097,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,28,臺中市,沙鹿區,0,2,0,7,2,6,60,13,7,1,5,4,6,6,4,4,3,3,3,1,17,62,2,9,5,2,B12,7,9,1,8,2,1,,62,62,1,13,4,B12,120.612663,24.244434,2
9098,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,30,臺中市,龍井區,0,1,0,7,3,6,30,4,1,1,5,4,6,6,4,4,10,5,5,1,15,12,3,10,5,4,B03,7,9,1,8,2,8,,12,12,1,12,4,B03,120.525126,24.189,2
9099,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,31,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.705057,24.159461,3
9100,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,32,臺中市,西屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,14,,84,84,1,13,4,C03,120.64944,24.17545,2
9101,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,32,臺中市,霧峰區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,3,10,3,10,3,1,B03,7,6,1,8,2,1,,10,10,1,12,4,B03,120.700475,24.063948,2
9102,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,32,臺中市,大里區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,16,26,2,9,1,1,C03,7,11,1,10,2,12,,26,26,1,6,4,C03,120.708593,24.085963,2
9103,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,32,臺中市,大里區,0,0,0,7,,,80,,,,,,,,,,,,,,12,20,,,,,B03,,,1,,2,,,20,,1,6,4,B03,120.686824,24.093357,3
9104,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,35,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,9,51,,,,,B03,,,1,,2,,,51,,1,6,4,B03,120.501534,24.211412,3
9105,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,41,臺中市,潭子區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,2,1,1,5,5,2,15,21,2,5,2,1,C03,7,9,1,10,2,11,,21,21,1,13,4,C03,120.706031,24.200805,2
9106,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,45,臺中市,北屯區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,14,2,9,2,1,C03,7,15,1,10,2,14,,14,14,1,13,4,C03,120.695933,24.184403,2
9107,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,45,臺中市,后里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.730606,24.287991,3
9108,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,46,臺中市,烏日區,0,1,0,7,2,6,30,11,9,1,5,4,6,1,4,4,10,5,5,2,11,87,3,10,3,1,B03,7,9,1,8,2,4,,87,87,1,12,4,B03,120.641374,24.097071,2
9109,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,49,臺中市,南區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,10,5,5,2,17,84,2,3,2,1,C04,7,15,1,10,2,14,,84,84,1,12,4,C04,120.653495,24.122737,2
9110,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,50,臺中市,東區,0,2,0,7,2,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,9,2,1,C03,7,9,1,10,2,11,,15,15,1,5,4,C03,120.696571,24.150745,2
9111,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,50,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.636299,24.120502,3
9112,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,50,臺中市,烏日區,0,0,0,7,,,70,,,,,,,,,,,,,,13,84,,,,,B01,,,1,,2,,,84,84,1,6,4,B01,120.589297,24.113271,3
9113,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,52,臺中市,南屯區,0,2,0,7,1,6,50,3,2,1,5,4,6,6,4,4,5,4,4,2,12,42,2,9,5,4,C03,7,9,1,10,2,12,,42,42,1,13,4,C03,120.640413,24.133257,2
9114,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,53,臺中市,東區,0,1,0,7,3,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,16,45,3,10,3,1,B03,7,11,1,8,2,2,,45,45,1,12,4,B03,120.704632,24.144457,2
9115,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,53,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,9,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.722556,24.176713,3
9116,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,56,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,85,2,9,1,1,C03,7,4,1,10,2,12,,85,85,1,13,4,C03,120.704204,24.183843,2
9117,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,7,59,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,84,,,,,B02,,,1,,1,,,84,,1,13,4,B02,120.651113,24.209353,3
9118,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,0,臺中市,西屯區,0,1,0,7,2,6,40,3,2,1,5,4,6,6,2,1,1,5,1,2,13,7,2,7,5,4,C03,7,9,1,10,1,11,,7,7,1,13,4,C03,120.615369,24.183119,2
9119,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,0,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,6,4,B03,120.724009,24.245032,3
9120,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,3,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B12,,,1,,2,,,7,,1,6,4,B12,120.705878,24.251779,3
9121,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,4,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,1,1,3,4,5,2,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.646629,24.140096,3
9122,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,4,臺中市,太平區,0,1,0,7,3,6,30,3,9,1,5,4,6,6,4,4,10,5,5,2,16,12,3,10,2,1,C03,7,6,1,10,2,12,,12,12,1,12,4,C03,120.701999,24.112324,2
9123,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,7,臺中市,霧峰區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,48,3,10,3,1,B02,7,6,1,8,2,4,,48,48,1,12,4,B02,120.692471,24.046237,2
9124,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,8,臺中市,烏日區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,2,1,5,5,5,1,16,11,3,10,3,1,B12,7,6,1,8,2,6,,11,11,1,12,4,B12,120.646962,24.073125,2
9125,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,9,臺中市,西區,0,2,0,7,3,6,40,4,2,1,5,4,6,6,1,1,1,4,4,2,13,84,2,9,1,1,C03,7,9,3,19,2,14,,84,84,1,6,4,C03,120.664164,24.140038,2
9126,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,9,臺中市,清水區,0,2,0,7,2,9,50,4,1,1,5,4,5,6,4,4,8,3,5,2,17,15,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,C03,120.612831,24.290295,2
9127,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,10,臺中市,西區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,2,,11,11,1,12,4,B03,120.670492,24.153412,2
9128,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,12,臺中市,大里區,0,0,0,7,2,6,50,3,2,1,5,4,6,6,1,1,5,2,5,1,14,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.674995,24.109967,3
9129,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,15,臺中市,西屯區,0,1,0,7,3,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,20,3,10,3,1,B03,7,5,1,8,2,5,,20,20,1,12,4,B03,120.615393,24.183567,2
9130,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,17,臺中市,大里區,0,1,0,7,2,6,50,3,2,1,5,4,6,6,1,1,5,4,5,1,14,49,3,10,3,1,B03,7,2,1,8,2,7,,49,49,1,13,4,B03,120.674627,24.109862,2
9131,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,20,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,11,11,1,13,4,B03,120.644912,24.140091,3
9132,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,21,臺中市,烏日區,0,0,0,7,,,60,,,,,,,,,,,,,,2,40,,,,,B03,,,1,,2,,,40,,1,12,4,B03,120.646449,24.092712,3
9133,66000,387130000C,(04)23274275,(04)23288582,2023,7,24,8,24,臺中市,清水區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,8,3,4,1,9,58,3,10,3,1,B03,7,9,1,8,2,1,,58,58,1,12,4,B03,120.557787,24.270004,2
