序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
9680,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,26,臺中市,北屯區,0,1,0,7,2,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.676233,24.193655,2
9681,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,30,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,14,50,,,,,B03,,,7,,10,,,87,50,1,12,4,B03,120.670958,24.153783,3
9682,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,30,臺中市,太平區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,14,49,3,10,3,1,B03,7,2,1,8,2,3,,49,49,1,12,4,B03,120.713423,24.159814,2
9683,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,37,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B02,,,1,,1,,,59,,1,6,4,B02,120.646653,24.132049,3
9684,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,39,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,50,,,,,B12,,,1,,2,,,50,,1,13,4,B12,120.70686,24.21438,3
9685,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,39,臺中市,太平區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,18,84,2,9,1,1,C03,7,9,1,10,1,14,,84,84,1,12,4,C03,120.721325,24.150593,2
9686,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,40,臺中市,霧峰區,0,0,0,7,,,30,,,,,,,,,,,,,,17,51,,,,,B03,,,1,,2,,,51,,1,13,4,B03,120.695069,24.068702,3
9687,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,41,臺中市,北屯區,0,1,0,7,1,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,17,51,3,10,5,4,B03,7,1,1,8,2,1,,51,51,1,6,4,B03,120.699481,24.179471,2
9688,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,43,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,12,1,,,,,C03,,,1,,9,,,1,,1,13,4,C03,120.656432,24.220792,3
9689,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,46,臺中市,南屯區,0,0,0,7,3,3,80,13,9,1,5,4,6,6,4,4,1,4,5,2,13,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.619753,24.119207,3
9690,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,47,臺中市,北屯區,0,2,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,5,4,2,12,42,2,9,2,1,C03,7,7,1,10,2,12,,42,42,1,12,4,C03,120.694374,24.176542,2
9691,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,50,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,47,,,,,B03,,,1,,1,,,47,47,1,13,4,B03,120.667336,24.16682,3
9692,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,50,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.629696,24.109163,3
9693,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,52,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,4,4,2,17,49,3,10,5,4,B03,7,2,1,8,1,3,,49,49,1,12,4,B03,120.661821,24.174041,2
9694,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,53,臺中市,南屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.651466,24.15187,3
9695,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,54,臺中市,西區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,4,4,2,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.666914,24.133084,2
9696,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,54,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.668882,24.163853,3
9697,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,55,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,2,,,7,,1,6,4,B03,120.562796,24.124283,3
9698,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,55,臺中市,豐原區,0,2,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,3,4,2,13,7,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,6,4,B03,120.749127,24.268138,2
9699,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,17,56,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,C03,,,1,,1,,,84,,1,12,4,C03,120.715581,24.119313,3
9700,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,5,臺中市,西區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,13,84,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,13,4,C03,120.663023,24.158036,2
9701,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,5,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.639054,24.162598,3
9702,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,7,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.701276,24.208116,3
9703,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,14,臺中市,北屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,2,1,5,4,4,2,12,48,2,9,2,1,C03,7,6,1,10,2,11,,48,48,1,6,4,C03,120.682027,24.180402,2
9704,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,15,臺中市,北屯區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,84,2,9,6,1,F01,7,9,7,21,2,12,,84,84,1,4,1,F01,120.688508,24.178936,2
9705,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,18,臺中市,南區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,13,4,C03,120.657733,24.110917,2
9706,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,18,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,42,,,,,B03,,,1,,1,,,42,42,1,12,4,B03,120.72099,24.169918,3
9707,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,19,臺中市,北區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,15,,84,84,1,13,4,C03,120.676486,24.167954,2
9708,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,21,臺中市,大里區,0,0,0,7,,,60,,,,,,,,,,,,,,12,40,,,,,B03,,,1,,2,,,40,,1,12,4,B03,120.674791,24.10275,3
9709,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,23,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,C03,,,1,,2,,,84,,1,13,4,C03,120.643166,24.185158,3
9710,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,28,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,16,47,,,,,B03,,,1,,2,,,47,,1,12,4,B03,120.689884,24.112782,3
9711,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,29,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.615958,24.151874,3
9712,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,29,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B02,,,1,,1,,,59,,1,13,4,B02,120.647984,24.196042,3
9713,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,33,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,48,8,1,12,4,B03,120.61865,24.103128,3
9714,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,35,臺中市,霧峰區,0,1,0,7,1,6,60,4,1,1,5,4,6,6,4,4,9,4,4,1,16,45,3,10,3,1,B03,7,11,1,8,2,5,,45,45,1,13,4,B03,120.695247,24.068563,2
9715,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,37,臺中市,豐原區,0,1,0,7,2,6,50,13,8,1,5,4,6,6,4,4,4,3,4,2,28,87,2,9,1,1,C03,7,9,1,10,2,11,14,87,87,1,13,4,C03,120.722747,24.248382,2
9716,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,41,臺中市,霧峰區,0,2,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,20,2,7,2,1,C03,7,9,1,10,2,12,,20,20,1,13,4,C03,120.699756,24.066012,2
9717,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,42,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.630924,24.185432,3
9718,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,45,臺中市,南區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,9,2,1,C03,7,9,1,10,2,12,,15,15,1,12,4,C03,120.663394,24.119716,2
9719,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,47,臺中市,大雅區,0,2,0,7,1,6,50,4,2,1,5,4,6,6,1,1,5,4,5,1,17,59,3,10,3,1,B01,7,9,1,4,2,1,,59,59,1,12,4,B01,120.645429,24.221915,2
9720,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,51,臺中市,西屯區,0,1,0,7,3,6,50,13,13,1,5,4,6,6,4,4,1,4,5,1,18,84,2,9,1,1,F01,7,9,7,21,2,15,,84,84,1,13,4,F01,120.658407,24.170662,2
9721,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,52,臺中市,西屯區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,20,3,10,5,4,C03,7,5,1,10,2,11,,20,20,1,12,4,C03,120.639967,24.185145,2
9722,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,53,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,12,40,,,,,B03,,,1,,2,,,40,,1,6,4,B03,120.696269,24.139332,3
9723,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,53,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,13,8,2,9,2,1,C03,7,9,1,10,2,11,13,8,8,1,12,4,C03,120.720748,24.175446,2
9724,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,18,59,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.665723,24.106165,3
9725,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,0,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,116,,,,,,,,,,,,,116,,1,,4,,120.713769,24.141278,3
9726,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,5,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,16,51,,,,,B03,,,1,,1,,,51,,1,12,4,B03,120.608444,24.193129,3
9727,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,7,臺中市,北區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,3,1,10,4,5,2,15,24,3,10,3,1,B03,7,9,1,8,2,1,,24,24,1,12,4,B03,120.673124,24.145288,2
9728,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,15,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B12,,,1,,2,,,59,,1,13,4,B12,120.71882,24.251677,3
9729,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,16,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,48,,,,,C03,,,1,,1,,,48,,1,6,4,C03,120.682416,24.145835,3
9730,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,20,臺中市,豐原區,0,0,0,7,,,60,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,2,,,84,,1,12,4,B03,120.737138,24.256032,3
9731,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,23,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,12,40,,,,,B03,,,1,,2,,,40,,1,13,4,B03,120.74513,24.265205,3
9732,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,24,臺中市,南屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,59,,,,,B03,,,5,,1,,,59,,1,6,4,B03,120.585575,24.16609,3
9733,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,25,臺中市,霧峰區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,17,45,3,10,3,1,B03,7,11,1,10,2,4,,45,45,1,13,4,B03,120.71399,24.077096,2
9734,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,33,臺中市,北屯區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,17,11,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,12,4,B03,120.68624,24.188258,2
9735,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,35,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.68259,24.16386,3
9736,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,35,臺中市,大里區,0,1,0,6,1,6,50,4,1,1,5,4,6,6,4,4,10,5,5,2,28,59,2,9,1,1,C03,7,9,1,9,2,11,,59,59,1,13,4,C03,120.681125,24.114346,2
9737,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,40,臺中市,石岡區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,6,4,B03,120.776905,24.275538,3
9738,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,43,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,,85,,,,,C03,,,1,,1,,,85,,1,13,4,C03,120.684078,24.162876,3
9739,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,45,臺中市,沙鹿區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,3,4,2,12,8,,,,,C03,,,1,,1,,,8,,1,12,4,C03,120.567173,24.2282,3
9740,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,46,臺中市,龍井區,0,2,0,7,1,6,60,4,1,1,5,4,6,6,1,1,10,5,5,2,15,21,2,9,1,1,C03,7,9,1,10,2,11,,21,21,1,6,4,C03,120.515086,24.200908,2
9741,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,47,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,1,,,49,49,1,12,4,B12,120.665279,24.189826,3
9742,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,50,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,1,,,7,,1,6,4,C03,120.697071,24.169738,3
9743,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,54,臺中市,西屯區,0,0,0,7,,,30,,,,,,,,,,,,,,,84,,,,,B02,,,1,,2,,,84,,1,13,4,B02,120.655278,24.159986,3
9744,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,19,58,臺中市,豐原區,0,0,0,7,1,6,50,3,2,1,5,4,6,6,4,4,5,5,5,1,17,50,3,10,5,4,B03,7,3,1,8,2,5,5,50,50,1,12,4,B03,120.726236,24.252091,3
9745,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,0,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,8,,,,,B03,,,3,,2,,,8,8,1,6,4,B03,120.693267,24.178631,3
9746,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,0,臺中市,沙鹿區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,3,4,2,12,47,,,,,B03,,,1,,2,,,47,,1,12,4,B03,120.570207,24.218339,3
9747,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,4,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,39,,,,,B03,,,1,,1,,,39,,1,12,4,B03,120.656348,24.134357,3
9748,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,6,臺中市,豐原區,0,0,0,7,,,40,,,,,,,,,,,,,,12,87,,,,,B03,,,1,,2,,,87,,1,13,4,B03,120.725375,24.246223,3
9749,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,9,臺中市,霧峰區,0,0,0,7,,,50,,,,,,,,,,,,,,17,76,,,,,B03,,,1,,3,,,76,,1,13,4,B03,120.696476,24.059358,3
9750,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,22,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.669806,24.146727,3
9751,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,22,臺中市,西屯區,0,2,0,7,3,6,50,13,8,1,5,4,6,6,4,4,5,4,4,1,17,84,2,9,1,1,C03,7,9,2,19,2,11,,84,84,1,13,4,C03,120.642824,24.170106,2
9752,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,23,臺中市,大里區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,1,16,59,3,10,3,1,B03,7,8,1,8,2,8,,59,59,1,12,4,B03,120.68112,24.104825,2
9753,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,23,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,6,4,B03,120.545337,24.151024,3
9754,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,25,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,12,4,C03,120.636528,24.170784,3
9755,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,28,臺中市,潭子區,0,1,0,6,1,6,60,13,7,1,5,4,6,6,4,4,1,4,4,1,17,59,2,9,2,1,C03,7,9,1,10,2,16,,59,59,1,13,4,C03,120.686792,24.208822,2
9756,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,31,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.644592,24.178309,3
9757,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,34,臺中市,中區,0,2,0,7,1,6,50,5,1,1,5,4,6,6,1,1,10,5,5,2,17,84,2,9,1,1,C03,7,6,1,10,2,14,,84,84,1,12,4,C03,120.682416,24.145861,2
9758,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,38,臺中市,中區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,13,7,2,7,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,C03,120.679497,24.142426,2
9759,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,38,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,11,,,,,B03,,,3,,2,,,11,,1,12,4,B03,120.686236,24.188702,3
9760,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,43,臺中市,太平區,0,0,0,7,1,6,30,3,9,1,5,4,6,6,4,4,10,5,5,2,25,84,3,10,2,1,C03,7,6,1,10,2,11,,84,84,1,12,4,C03,120.72,24.150391,3
9761,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,51,臺中市,東區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,9,10,3,10,3,1,B03,7,5,1,8,2,1,,10,10,1,6,4,B03,120.704804,24.130636,2
9762,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,56,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,12,51,,,,,B03,,,1,,2,,,51,,1,12,4,B03,120.725035,24.241023,3
9763,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,20,59,臺中市,南屯區,0,0,0,5,1,6,50,13,9,1,5,4,6,6,1,1,5,2,5,2,14,49,,,,,B03,,,1,,1,,,49,,1,12,4,B03,120.653038,24.134957,3
9764,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,0,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,11,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,6,4,B03,120.692835,24.168127,2
9765,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,3,臺中市,大里區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,8,1,1,F03,7,9,7,21,2,11,,15,15,1,6,4,F03,120.704131,24.105065,2
9766,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,7,臺中市,大里區,0,3,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,2,5,1,17,51,2,1,2,1,C03,7,1,1,10,2,12,,51,51,1,13,4,C03,120.695613,24.090565,2
9767,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,9,臺中市,北屯區,0,0,0,5,,,80,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,12,4,B03,120.721623,24.18094,3
9768,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,13,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,1,,,49,,1,13,4,B12,120.692723,24.15663,3
9769,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,16,臺中市,西區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,1,2,17,84,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,2,C03,120.661587,24.155869,2
9770,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,18,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,17,85,,,,,C03,,,1,,2,,,85,,1,13,4,C03,120.672008,24.159098,4
9771,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,27,臺中市,潭子區,0,4,0,5,1,6,80,13,9,1,4,4,6,6,4,4,1,3,5,1,12,40,3,10,3,1,A41,7,7,1,1,2,5,,40,40,1,13,4,A41,120.696555,24.201,2
9772,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,30,臺中市,大甲區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,9,5,5,1,12,51,3,10,3,1,B03,7,1,1,8,2,4,,51,51,1,13,4,B03,120.646776,24.404034,2
9773,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,41,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.677073,24.116405,3
9774,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,45,臺中市,西屯區,0,2,0,6,1,6,50,3,1,1,5,4,6,6,1,1,1,3,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,11,,84,84,1,12,4,C03,120.661043,24.171538,2
9775,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,47,臺中市,北屯區,0,1,0,5,1,6,50,13,8,1,4,4,6,6,4,4,5,5,4,2,17,40,3,10,3,1,B03,7,7,1,8,2,16,,40,40,1,12,4,B03,120.690403,24.176658,2
9776,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,51,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.634595,24.176292,3
9777,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,55,臺中市,大肚區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,39,2,9,1,1,C03,7,4,1,10,2,14,,39,39,1,13,4,C03,120.579573,24.168668,2
9778,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,21,57,臺中市,南屯區,0,0,0,5,,,50,,,,,,,,,,,,,,17,50,,,,,B03,,,1,,9,,,50,,1,13,4,B03,120.615292,24.146972,3
9779,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,4,臺中市,北區,0,1,0,5,1,6,50,4,1,1,4,4,6,6,1,1,10,5,5,2,15,21,3,10,3,1,B03,7,9,1,8,2,5,,21,21,1,12,4,B03,120.68616,24.146227,2
9780,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,7,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,1,,,,,B03,,,1,,2,,,1,,1,13,4,B03,120.667037,24.129243,3
9781,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,12,臺中市,南屯區,0,1,0,5,1,6,50,13,9,1,4,4,6,6,4,4,5,4,5,2,17,84,2,9,1,1,C03,7,9,1,10,2,12,,84,84,1,12,4,C03,120.637596,24.147079,2
9782,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,12,臺中市,南屯區,0,0,0,5,,,50,,,,,,,,,,,,,,2,40,,,,,B03,,,1,,1,,,40,,1,13,4,B03,120.636789,24.146779,3
9783,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,14,臺中市,北屯區,0,0,0,5,,,50,,,,,,,,,,,,,,,84,,,,,A04,,,1,,2,,,84,,1,6,4,A04,120.694142,24.164317,3
9784,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,16,臺中市,北屯區,0,1,0,6,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,4,2,9,2,1,C03,7,9,1,10,2,12,14,4,4,1,12,4,C03,120.694971,24.16399,2
9785,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,16,臺中市,西屯區,0,1,0,5,1,6,40,13,9,1,4,4,6,6,4,4,1,4,4,2,16,20,3,10,5,4,B03,7,6,1,8,2,2,,20,20,1,12,4,B03,120.64195,24.164429,2
9786,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,17,臺中市,南區,0,2,0,5,1,6,50,13,9,1,4,4,6,6,4,4,5,4,5,2,30,84,2,9,1,1,C03,7,9,2,19,2,11,,84,84,1,13,4,C03,120.65484,24.121033,2
9787,66000,387130000C,(04)23274275,(04)23288582,2023,8,25,22,20,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,19,43,,,,,B03,,,1,,1,,,43,43,1,6,4,B03,120.739555,24.161549,3
